app_id,review,label,text_len,manual_label,manual_label_backup,labeling_source
570,나는 이게 롤보다 재밌네 훠월씬,1,17,1,,from_steam_recommendation
1172470,재부팅 오류 안고침,0,10,0,,from_steam_recommendation
578080,"혼자 할거면 하지마라.
사람들 안살려준다.
일반만 그런건지 몰르겠다.
계속 이러니깐 경쟁가기전에 접을거 같아.
시발.",0,69,0,,from_steam_recommendation
1172470,응애 고인물 너무 많아 ㅠㅠ,1,15,1,,from_steam_recommendation
1172470,"이 게임이 재밌어보이신다면 당신은 ""위기""입니다.
스킨 개성있는걸 원하시면 그것도 ""위기""입니다.",1,54,1,,from_steam_recommendation
578080,재밌어요! 핵만 좀 잡아주세요,1,16,1,,from_steam_recommendation
1599340,"재밌긴 한데 초반 대기열이 슬프다

한국어 지원해주세욤..",1,32,1,,from_steam_recommendation
578080,핵이 많음 없어지면 갓겜,1,13,1,,from_steam_recommendation
570,똥보다 조금 더 나은,1,11,1,,from_steam_recommendation
1172470,.병신같은 게임이 날 정지시켰어,0,17,0,,from_steam_recommendation
730,"https://steamcommunity.com/id/kisats/inventory/#730_2_42723601293
https://steamcommunity.com/id/jambozx/inventory/#730_2_40546155344
https://steamcommunity.com/id/tirone/inventory/#730_2_14750590026",1,198,1,,from_steam_recommendation
570,뭐라할것도없이 추천/,1,11,1,,from_steam_recommendation
1172470,"자기가 정신병있으면 재밌음, 참고로 난 ㅈㄴ 재밌음",1,28,1,,from_steam_recommendation
570,솔직히 도타체스 밖에 안해봄,0,15,0,,from_steam_recommendation
578080,초보여도 재밌게 할수 있어요!,1,16,1,,from_steam_recommendation
570,gavno igra,0,10,0,,from_steam_recommendation
1172470,한국서버를 다시 만들어주세요,1,15,1,,from_steam_recommendation
730,"□anti-chaet
□vac-ban
□team
□report-button
■Wallhack
■Aimbot
■esp
■No Recoil
프라임 랭에서 적 팀4랩이 TEC-9들고 존 윅을 찍는데 밴을 안 처먹어
개1시1발 바퀴벌레 더 안뒤지나",1,134,1,,from_steam_recommendation
570,"도타가 뭐죠?
오토체스는 아는데",1,17,1,,from_steam_recommendation
1172470,"핵이랑 서버 문제 안고치면서 개발자에 대한 혐오를 멈춰주세요.....
팩트는 게임이 관광해지고 있다는거임~


+EA-스팀 통합 3000시간정도하고 돈도 약 300정도는 박은 유저인데 어느날 갑자기 무고밴당함. 항의 메일 보내니 응 우린 안바꿔줄거고 이유는 알려줄수없어~ 원툴로 답변옴. 
게임 돈쓰고 아깝다는 생각 많이 안해봤는데 
이런 병신 게임사에 돈쓴건 많이 아깝다고 느끼고있음. 나만 이런 사태에 당한건가 싶었는데 국내외로 이런 사례가 빈번한거에  EA와 리스폰의 갓갓운영에 감탄하고감. 
안그래도 침체기인 게임에 충성층마저 무고밴 때리는 운영을 보면 유저를 얼마나 좆으로 보는지 알수 있는듯. 에펙에 남은 유저들은 적어도 돈 많이쓰지말기를 빕니다. 
이미 우하향세지만 언제 훅갈지 모르는 운영상태인거같습니다.",0,402,0,,from_steam_recommendation
730,too many hacks legend game nice hacks no bans / report? they don't even work to ban hack players,0,96,0,,from_steam_recommendation
1172470,핵 좀 잡아주세요. 서버 끊김도 심해요;;,0,23,0,,from_steam_recommendation
730,나보다잘하면핵임 ㅅㄱ,1,11,1,,from_steam_recommendation
570,always be my greatest game ever,1,31,1,,from_steam_recommendation
578080,쫄깃쫄깃 긴장감 최고!!,1,13,1,,from_steam_recommendation
1172470,백고든종원램지의 골목키친나이트메어식당,1,20,1,,from_steam_recommendation
1172470,서버 관리가 개판이기 때문에 쾌적한 게임이 불가능해요,0,29,0,,from_steam_recommendation
570,Crazy game. can't leave after enjoying this game,1,48,1,,from_steam_recommendation
730,굿잡굿잡 순수도파민 ㅇㅈㅇㅈㅇㅈㅇㅈㅇㅈㅇㅈㅇㅈㅇㅈㅇㅈㅇㅈㅇㅈㅇㅈㅇㅈㅇㅆㅇㅈ,1,41,1,,from_steam_recommendation
570,навернул говна за 700 чесов,0,27,0,,from_steam_recommendation
570,"오토체스떄문에 설치함
운빨 좆망겜",1,18,1,,from_steam_recommendation
570,"내가 도대체 뭘 한건진 모르겟지만 벌써 176시간을 했다 
처음엔 뭐 다 어렵지만 익숙해지면 개쩌는 재미를 선사하는 갓겜
망겜망겜 하는거 신경끄고 한번 해보면 된다
일단 망령제왕은 하지 말고",1,106,1,,from_steam_recommendation
578080,이게 노잼? 에이ㅋㅋㅋ,1,12,1,,from_steam_recommendation
730,고여도 엄청고인 정석겜!!,1,14,1,,from_steam_recommendation
578080,"장점: 혼자 하다가 재미없으면 강종 가능
단점: SMG를 줮사기로 만들어서 다들 MP5K만 들고다님.
차 스킨 줮사기임 머리 안보임.

그래도 이미 대가리 깨진 사람이라 재밌음 ㅎㅎ!",1,102,1,,from_steam_recommendation
1599340,Swallah.. If you are reading this.. You must get better..,1,57,1,,from_steam_recommendation
1172470,서버에 자리가 없습니다,0,12,0,,from_steam_recommendation
1172470,제발 챌린지 갱신 안 되는 버그 좀 고쳐라,1,23,1,,from_steam_recommendation
730,"""발로보다 재밌는 정통fps근본fps""",1,21,1,,from_steam_recommendation
578080,내눈앞에보금안떨어트려줌 개망겜,0,16,0,,from_steam_recommendation
570,오토체스 때문에 처음 접함,1,14,1,,from_steam_recommendation
1172470,Wassup Beijing,1,14,1,,from_steam_recommendation
570,롤이 커피면 도타는 정신병동임,0,16,0,,from_steam_recommendation
578080,타인의 기분과 하루를 망칠 수 있는 아주 멋진 게임.,1,29,1,,from_steam_recommendation
570,"Absolute Shit.

EDIT after many years: Still Shit",0,49,0,,from_steam_recommendation
1172470,"잼슴. 다 좋은데
mmr 시스템좀 개선해줬으면 함
끽해야 플딱이인데 오른쪽 끝에 닿는게 말이 안 됨",1,55,1,,from_steam_recommendation
730,ssssssssssssssssseeeeeeeeeeeeeeeeeeeeexxxxxxxxxxxxxxxxxxxxxxxxx,1,63,1,,from_steam_recommendation
730,"아니 매칭 잡고 들어가서 트롤도 안하고 하는데 
강퇴는 왜 하는건데....

원래 이런게임임?",0,52,0,,from_steam_recommendation
578080,bmw uaz로 나오게 해주세용,1,17,1,,from_steam_recommendation
570,여러분 오토체스는 안전합니다. 아직 살아있다구요. 외롭습니다. 한국인이 보고싶어요,1,45,1,,from_steam_recommendation
570,"игра слишком банальная максимум на часов 100 не интересна в геймплее мало героев и предметов тем у кого более 500часов соболезную 
наиграл еще 1 косарь часов по прежнему соболезную уу аа",0,186,0,,from_steam_recommendation
1172470,"배틀로얄 FPS 게임중에 재미 원탑이라고 생각합니다.
근데 재미있으면 뭐합니까 서버는 개판이고 무기 밸런스 패치는 계속 이상하게만 하고
핵 넘치는데 신고해도 안 잡히고 랭크 패치도 이랬다 저랬다 왔다갔다 하는데 문제 생기면 금방 고치지도 않아요 다음 업데이트까지 방치해요
그래도 계속 했던 이유는 재미가 있어서였어요 일단 게임은 재미있으니까 그 외 밸런스패치 서버문제 랭크문제 핵쟁이 문제 MMR문제는 다 고칠 수 있으니까 언젠가는 고칠거라고 생각했으니까 계속 게임 했어요.
근데 요 몇 시즌을 보고 느낀게 안 고칠 것 같아요
업데이트 하고 나서 잠깐은 오? 에이펙스 바뀌나? 하는데 그때만 잠깐이고 한 일주일만 지나도 게임 관리에 손을 놔버리는 것 같아요
한 1년쯤 이런 경험을 반복하니까 너무 힘들고 피곤해요 이제는 너무 힘들고 피곤해요
그런데 업데이트로 과금요소를 강화하겠다고 해요
여태까지 많은 문제들 방치해두기가 몇시즌째인데 고치기는 커녕 과금 요소를 강화한다고 해요
저는 소과금 유저지만 이 게임 인게임 결제 금액은 스킨 상태에 비해서 비싼편이에요 그래도 애정이 있어서 과금했어요 게임이 재미있으니까 게임 재미있는게 서버상태 개판난거랑 밸런스 개판난거 기타등등 문제들 대충 커버할정도로 재미있었거든요
근데 운영진들과 운연진들의 게임 관리 상태는 이제 커버를 못 할 것 같아요
이제는 너무 힘들고 피곤해요",0,690,0,,from_steam_recommendation
570,gra dla cweli,0,13,0,,from_steam_recommendation
578080,군복무하다가 외박나와서 배그키니깐 갑자기 프로필이 바뀌어져있고 배그정지먹음,0,41,0,,from_steam_recommendation
570,랭크매칭 모드 봇전만 하는데 되게 재밌어요,1,23,1,,from_steam_recommendation
570,Free to Play,1,12,1,,from_steam_recommendation
570,Good game !,1,11,1,,from_steam_recommendation
1172470,망할 체력바좀 없애봐,0,11,0,,from_steam_recommendation
578080,게임이 cpu가 좋아야 플레이 할맛이나지만 총게임 자체는 재미있음,1,36,1,,from_steam_recommendation
1172470,개좆병신겜 그런데 또 하고있음 계속하는 나도 개좆병신임,1,30,1,,from_steam_recommendation
570,오토체스 구동기 주제에 쓸데없는 업뎃하고 버그생기고,0,28,0,,from_steam_recommendation
1172470,에휴. 그냥 운영좀 제대로 해줬으면,0,19,0,,from_steam_recommendation
1172470,천하 제일 컨버터 게임 누가 더 좋은 컨버터 쓰는지 누가 더 좋은 컨버터 세팅했는지 자랑 하는 게임ㅋㅋ 앞으로 2년 안에 망할 게임 이번시즌 배패 공짜로 줘서 이번시즌만 쌀먹 하고 삭제 예정 이병신 게임에 200가까이 썼는데 쌀먹 안하면 아깝잖아 그리고 마음이 있는지 모르겠지만 혹시 유입 만들고 정상화 할려면 텝스 지우고 어시스트도 존나 너프해라 무빙 더 이상 하고싶지도 않고 컨버터 새끼들 더 이상 보고싶지도 않음 근데 이새끼들은 이런거 능력 없어서 컨버터도 못 잡고 무빙도 못 고침ㅋㅋ 병신들 컨버터에 무빙에 오래했던 사람도 바로 삭제 마려운데 뉴비들은 더 없겠다 병신겜,0,322,0,,from_steam_recommendation
1172470,AMBUSH AMBUSH THERE'S ANOTHER SQUARD,1,36,1,,from_steam_recommendation
570,"패치 때마다 게임이 너무 많이 바뀐다.
긍정적인 점도, 부정적인 점도
갈수록 예전의 도타와는 다른 게임이 되어 가고 있음",1,67,1,,from_steam_recommendation
578080,틈만 나면 줜나 튕기는 개 ㄹㅇ ㅈ망겜의 표본,0,25,0,,from_steam_recommendation
570,Is it just me or is the turning delay for characters too hard for beginners?,1,76,1,,from_steam_recommendation
578080,개씨발새끼들아 왜 짱깨새끼가 내계정 해킹해서 게임한거로 나한테 정지를 먹이는데 씨발년들아,0,49,0,,from_steam_recommendation
1172470,일반돌렸는데 마스터나오고 프데나오고 서버병신이고 캐릭생긴거빼고 괜찮음,1,38,1,,from_steam_recommendation
570,절대 해서 안되는게임. 20000만시간 해본자만이 내릴수있는 결론,0,36,0,,from_steam_recommendation
1599340,"Server is unstable through out 100 hours of play. Clearly Amazon failed to publish the game with appropriate server support. Matching system is broken and everything slows down at evening hours in ET.

Played about 1550 hrs now. LA is definitely can be enjoyable for many players but as long as it is managed and controlled by Amazon, there will be a lot of frustration such as communication, drip feeding, censorship, and etc. I came to play LA expecting it to be par w/ other region but soon but NA is far off from it and I can't think of a thing that has been done so far that keeps my hopes up.

Played about 2860 hrs now. LA is still enjoyable game but the AGS is a real piece of dogs***. The server is still unstable and many functions in the game is broken (presumably due to bunch of bots). AGS never fails to disappoint in every. AVOID PLAYING ANY GAME THAT IS PUBLISHED BY AGS AT ANY COST.

Played about 3450 hrs now. Server is still dogshit and bots are out of hands.",0,978,0,,from_steam_recommendation
1172470,i played this game for 7 hours straight and didnt get a single win,1,66,1,,from_steam_recommendation
578080,wow this game is real popular game very fun very good,1,53,1,,from_steam_recommendation
578080,게임을 계속해도 안 질리고 배틀그라운드 라는 게임이 계속 매칭을 돌리면서 여러사람들과 만나면서 현장을 다닐수있는게 너무 재밌어서 추천합니다,1,77,1,,from_steam_recommendation
730,요즘 애들 발로란트 걷어차고 카스하는게 맞음,1,24,1,,from_steam_recommendation
1172470,FK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK SuverFK Suver,1,1112,1,,from_steam_recommendation
730,밑바닥에 더 밑이있다,0,11,0,,from_steam_recommendation
578080,슬라이딩도 사기라고 처 없앨거였으면  장전캔슬도 처없애라 씹새들아,0,36,0,,from_steam_recommendation
578080,흠... 나름 열심히 만들었네요,1,17,1,,from_steam_recommendation
1172470,한번쯤 해봐도 좋은 게임,1,13,1,,from_steam_recommendation
730,Give me season 1!!!!!!!!,1,24,1,,from_steam_recommendation
1172470,서버가 즈그 성별마냥 불안정해요,0,17,0,,from_steam_recommendation
730,구라 안치고 개념 밥말아먹은 고아새끼들이 너무많음,0,27,0,,from_steam_recommendation
1172470,무고밴 적당히 때려라 진짜 4개월째 이러고 있어 tlqkf,0,32,0,,from_steam_recommendation
1172470,"특색 있는 총기, 스피디한 진행 방식. 우수한 타격감.
라이트하게 할 수 있는 FPS 게임 중에서 Apex 레전드만한 게임은 없었습니다.

단점으로 보통 캐릭터 디자인을 꼽는 경우가 많은데요, 어떻게 보면 스킨에 대한 미련이 없어져서 장점이 아닐까 하는 생각도 듭니다.

아쉬운 점은 같은 팀 끼리 소통을 잘 안합니다. 핑으로 다 해결하면 되지만 그 핑 조차도 활용하지 않는 팀원이 많습니다.
그런데 카운터 스트라이크 할 때 팀원 끼리 하는 거라곤 욕 밖에 없으니 차라리 소통하지 않는 편이 나을 수도 있겠네요.",1,286,1,,from_steam_recommendation
1172470,단점: 렉과 중국인들 핵. 그것빼곤 다괜츊,1,23,1,,from_steam_recommendation
570,군대갔다오니까 감 잃었는데 무친 플레이시간에 감 안잡혀서 겜 못함...,0,39,0,,from_steam_recommendation
730,"똥손으로 처음 접하는 총쏘는 게임. 조작법이 간단해서 할만하다. 문제는 보이지 않는 누군가의 의해서 3초밖에 버틸수 없다는것 . 나는 총을 못쏴봤다. 
역시 나는 싱글플레이어 힐링 게임이 좋다. 이 거지 같은 게임",1,119,1,,from_steam_recommendation
1172470,이것은 fps 게임인가 파쿠르 시뮬레이터인가,1,24,1,,from_steam_recommendation
570,아니 ㅈ망겜 버그가 너무많음 이젠 겜도안켜저 나만 그런것도 아니고 지금 다 안됨 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,55,0,,from_steam_recommendation
578080,지들이 무고밴 때려놓고 풀어주지도 않음 ㅋㅋ,0,24,0,,from_steam_recommendation
1172470,"지브롤터, 코스틱, 점프마스터, 단독행동, 아!!! 얘 왜 여기있어!!, 내앞에 내앞에 사람!!!, 이보먹고옴, 어디야! 어디야!! 악!! 나 누움.
이정도면 충분한 설명이 되었을거라 본다",1,105,1,,from_steam_recommendation
570,"아 이건 아니지 품행요약 왜계속 내려가요 
이기기만 하면 신고를 주지않나
이거 빨리 수정하죠 ? 게임을 못놀겠네여",0,63,0,,from_steam_recommendation
730,프리미어 사도 핵 많음,0,12,0,,from_steam_recommendation
1172470,"서버에 자리없다 오지마십쇼

-최근 3시즌동안 개망한 랭크시스템
-콜옵에비해 컨버터등 잡으려는 노력 없으며 / 게임에 핵 만연",0,70,0,,from_steam_recommendation
570,Its a shit game.,0,16,0,,from_steam_recommendation
730,중국인 도배 빼면 재밌음,1,13,1,,from_steam_recommendation
1172470,my friend (max verstappen) asked me to leave a bad review :),0,60,0,,from_steam_recommendation
578080,"좋은,,게임,,입니다,,",1,13,1,,from_steam_recommendation
1172470,fucking chinese taiwan no.1 and pad is just aim bot fuck up,0,59,0,,from_steam_recommendation
570,"조까 시발

이 씹 똥망겜 땜에 인생망침",1,22,1,,from_steam_recommendation
730,"트롤러, 짱깨, 혐차는 애들 천국 / 팀킬, 3인큐 이상 파티들 고의로 추방 투표 / 역대급 ㅈ같은 경험을 다 해본 FPS",0,68,0,,from_steam_recommendation
570,да это жестка,1,13,1,,from_steam_recommendation
1172470,어나더의 어나더의 어나더의 어나더의 어나더,0,23,0,,from_steam_recommendation
730,"핵좀 쳐 자바라 이 쉬발것들아 
신고를 하면 좀 쳐 받아서 잡고 
신고를 해줘도 빨리 처리를 못하노",0,55,0,,from_steam_recommendation
570,아니 진짜 어떻게 해야하는건지 1도 모르겠음 게임이 너무복잡함,1,34,1,,from_steam_recommendation
570,꼭해라 진짜 꼭...,1,11,1,,from_steam_recommendation
578080,존버 개같은거 빼고 다 좋음,1,15,1,,from_steam_recommendation
578080,조성록 시발세끼 돈갚아라,1,13,1,,from_steam_recommendation
1599340,"10000시간 넘게 플레이 했는데 진짜 정떨어지게 만드는 아마존새끼들...

25000명이 플레이 중이라는데 너희는 그게 많은거라 생각하는건지 모르겠지만

한섭은 100만명 이상이 플레이다

신규 유저 유입이 힘들텐데 그럼 지금 하고 있는 유저들 유지하면서

신규 유저를 끌어들일 생각을 해야지. 지금 플레이 하는 유저들도 싹을 끊어내고 있네 병신들

너희는 절대로 한국 게임 해외에서 서비스하지 말아라.

하고 싶은 말은 많은데 생각하면 할수록 분노만 느껴지니까

그냥 섭종하고 그냥 삼대가 망해버렸으면....ㅆㅂㄹㅁ들아",0,292,0,,from_steam_recommendation
1172470,서버나 고치고 핵좀 잡고 업데이트 용량좀 줄여,0,25,0,,from_steam_recommendation
730,돈주고 산 게임 중 제일 아까운 겜,0,19,0,,from_steam_recommendation
570,이게 그 체스게임인가 그거냐,1,15,1,,from_steam_recommendation
570,게임 끝날때까지 아무도 안나갔으면 좋겠다..,1,24,1,,from_steam_recommendation
578080,X발 계속 튕기잖아,0,10,0,,from_steam_recommendation
1172470,대규모 패치하면 꼭 게임이 ㅄ이됨,0,18,0,,from_steam_recommendation
578080,"남들은 싫다고 하지만 스키비디 토일렛 진성 팬인 내 입장으로서 이번 콜라보 너무나 좋다.
한번에 그치지말고 2차, 3차 콜라보까지 해줬으면 좋겠다",1,81,1,,from_steam_recommendation
570,"히오스 = 도타 = 롤
반박시 님들말이 맞음",1,24,1,,from_steam_recommendation
578080,"이 게임 정말 재미있습니다
최고의 fps게임 배틀그라운드!!",1,34,1,,from_steam_recommendation
730,Every single competitive match is a hacker's party. Do not even try the game,0,76,0,,from_steam_recommendation
1172470,"한줄평: 욕도 많이 먹고, 주목도 많이 받는 게임이지만 개선을 향해 점차 나아가는 게임

저는 게임 자체는 13~14시즌부터 했고, 진득하게 하지 않고 키마우로 골드~플래를 매 시즌 왔다갔다 하고 있습니다.

25시즌까지 많은 일이 있었고 거의 게임이 망할 지경까지 갔지만,
 운영진 교체와 노선 변경으로 요즘 사람들이 많이 돌아오고 있습니다.

게임이 재미없는 이유(플레이어간의 스킬차, 무기&레전드 밸런스,)도 충분히 이해하고,
논란의 대상이 되는 이유(핵, 패드키마우논쟁 등등...)도 알겠음.

그래도 망하기 직전에서 게임을 이렇게까지 바꿀 모험을 했다는 것 자체에 큰 점수를 줘야하는거 아닌가
핵이야 과정이 어떻게 되었던지 간에 체감상 많이 줄어든게 사실이고,
무기캐릭 밸런스는 적당히 기울어져 있는 정도가 재미가 있다는게 제 사견입니다
실력차이가 너무 많이 나는건 어느 게임이나 있는 일 (부계, 고랭크유저의 복귀 등)이고,
문제로 삼는 사람은 많지만 정작 그 사람들도 뾰족한 방법 제시 못하거든요.

그 안에서 그래도 역대 플레이 기록과 랭크를 첫 랭크배치에 반영한다던지,
그 전에는 없었던 핫픽스를 통해 지나친 밸런스 붕괴를 잡는다던지,
핵 방지를 위해 리눅스를 잡는다던지 구체적인 방안을 투명하게 내놓아서 결과를 냈다는 게 노력하는 모습이 보여서 저는 좋았습니다.

이렇게까지 인생에서 재미있던 게임은 몇 없었던 만큼, 조금 더 길게 이어졌으면 하는 게임입니다.

그래도 랭크는 3인큐할 친구를 모아봅시다.",1,740,1,,from_steam_recommendation
730,당신은 이 게임을 하고 탄피를 잃어버립니다.,1,24,1,,from_steam_recommendation
570,개 쓰레기같은 게임,0,10,0,,from_steam_recommendation
570,그립습니다 넥슨 선생님들..,1,15,1,,from_steam_recommendation
1172470,하루가 멀다하고 렉만 존나게 걸리는 똥겜,0,22,0,,from_steam_recommendation
578080,누킹핵 레전드~ 그냥 겜 하지 마셈 그냥 시발 일겜에 누킹핵이 졸라 많아요,0,41,0,,from_steam_recommendation
730,ㅈㄴ재미있어 발로하다가 한번 해봐,1,18,1,,from_steam_recommendation
1172470,해킹 안 풀어줌 ㅄ겜,0,11,0,,from_steam_recommendation
1172470,...........,1,11,1,,from_steam_recommendation
730,핵과봇이 넘치는 게임./,0,13,0,,from_steam_recommendation
570,"국내에서 많이 하는 3대AOS중엔 젤 잼씀

도타2>>>>>>히오스>>롤",1,40,1,,from_steam_recommendation
570,말로만듣고 까지마라,1,10,1,,from_steam_recommendation
570,한번 했다가 안하는데 보관함에 아이템 계속 남아있는거 짜증남,0,33,0,,from_steam_recommendation
730,its just mind blowing...,1,24,1,,from_steam_recommendation
1172470,배그보다는 확실해 재미있음,1,14,1,,from_steam_recommendation
578080,....어디에뭐적이있다고? 어디안보이는데,1,22,1,,from_steam_recommendation
578080,배그는 다들 좋아하잖아,1,12,1,,from_steam_recommendation
570,"머 말이 필요없죠.

두 말할 필요없죠.",1,22,1,,from_steam_recommendation
1172470,끊을 수 없는 똥맛,1,10,1,,from_steam_recommendation
730,"한국인은 잘 안보이지만 제미있고 여러명이 게임이 가능한 개임이다,",1,36,1,,from_steam_recommendation
1172470,게임을 못할 정도로 미친듯이 튕깁니다........ 아니 방법을 모르겠어요 도대체 어떻게 하라는거에요 이거!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,0,99,0,,from_steam_recommendation
1172470,아직도 안접었음? 삭제 ㄱㄱ,0,15,0,,from_steam_recommendation
1172470,"4시간동안 EA계정을 못만들었어요








EA너넨 진짜 나가라 걍",0,49,0,,from_steam_recommendation
730,"아시아에도 핵 좀 잘 잡아주었으면 좋겠습니다. 
러시아, 중국인, 한국인도 쓰는 사람있다지만 
처리 능력이 너무 병신 같음 
실시간으로 처리할수 있게 모니터링을 해주던가 
클린하게 캐주얼 작업방 없애주는것을 봐주던가 
아니면 개인적으로 AI 가 이상한 에임샷을 잡아주는 프로그램을 도입 시켜주던가 
돈 많은 놈들이 이런거 안잡아 주는게 좀 너무한다. 

핵 ㅈㄴ 많습니다. 하지마세요 
하실꺼면 사설 가서 하세요 
사설 안한다면 걍 하지마셈 
병신 겜임
중국인 핵 ㅈㄴ 쓰는데 그거 하나 못잡는 게임임",0,280,0,,from_steam_recommendation
1172470,패치 ㅈㅜㅓㅅ같이 못하네,0,13,0,,from_steam_recommendation
1172470,"극 극 극  fps게임
총못쏘면 하지마세요",0,23,0,,from_steam_recommendation
578080,무지 재미있습니다.,1,10,1,,from_steam_recommendation
1172470,네시 더줘더줘더줘더줘더줘더줘더줘더줘더줘더줘더줘,1,25,1,,from_steam_recommendation
570,역시 RTS나 AOS 장르는 저한테 안맞네요.,0,25,0,,from_steam_recommendation
578080,ddddddddddddddddddddddddd,1,25,1,,from_steam_recommendation
578080,qwqwrqwrwqrqrwq,0,15,0,,from_steam_recommendation
578080,최적화 개쓰래기게임,0,10,0,,from_steam_recommendation
578080,지디 스킨 너무 좋아요 근데 제가 에스파 스킨을 못샀어요 에스파 한번만 이벤트 다시해주세요 사랑합니다 감사합니다,0,62,0,,from_steam_recommendation
730,이쁜 쓰레기가 된 나,0,11,0,,from_steam_recommendation
730,FUCK HACKER.,0,12,0,,from_steam_recommendation
730,빨갱이 공산당들 보이스 못키게 패치좀,1,20,1,,from_steam_recommendation
730,fps의 정석 갓겜 ㅈㄴ잼남;,1,16,1,,from_steam_recommendation
730,ㅅㅂ 나는 더2 캐주얼 ㅈㄴ 좋아하는데 이 미친 밸브 놈들이 핵을 ㅈㄴ 안잡음 그냥 시작하지도마셈,0,54,0,,from_steam_recommendation
730,짱*가 해킹하고 핵써서 정지맥임 씨발,0,20,0,,from_steam_recommendation
578080,스팀덱 에서 게임 구동이 안된다.. 아오 젠장,0,25,0,,from_steam_recommendation
730,카스 너무 재미써여~!!!!!!,1,17,1,,from_steam_recommendation
730,업데이트 이후로 아예 실행이 안됨,0,18,0,,from_steam_recommendation
730,경쟁 매치가 너무 안 잡혀요....,1,19,1,,from_steam_recommendation
1172470,너무무ㅜ무무무무무좋아요,1,12,1,,from_steam_recommendation
578080,쓰레기게임 하지마세요 ㅜㅜ,0,14,0,,from_steam_recommendation
1172470,다 좋은데 제발 서버좀 정상적으로 굴러가게 해줘,1,26,1,,from_steam_recommendation
570,Jeong Mal Ggooljam,1,18,1,,from_steam_recommendation
570,FREE STEAM WALLET CODES -> http://free-steam-cards.com/?click=9a31b7,1,68,1,,from_steam_recommendation
570,"롤이 왜 인기가 많은지 알게해줌 매니아를 위한 그들만의 게임 쳐발리면 40분동안 쳐맞다가 끝남 정말 거지같은 게임입니다 
시간버리지말고 롤을 하던가 공부를 하는게 인생에 도움이됨 롤  개병신 장애자 게임 
그들만의 리그  차라리 공부를 하십쇼  그럼 20000",0,145,0,,from_steam_recommendation
1172470,재미빼면 시체인 겜 난 그래도 네가 좋다,1,22,1,,from_steam_recommendation
578080,저 현질 40만원하고 5시간만에 정지 당했는데 이거 작업당한건가요?...,0,40,0,,from_steam_recommendation
1172470,양학이 당연하다고 생각하는 정신병자게임,0,21,0,,from_steam_recommendation
570,"이거도 붐이 절대안오는 게임중에 하나
불쌍하리만큼 LOL에 밀려서....",1,40,1,,from_steam_recommendation
578080,DMR 에전으로 돌려주세요 ㅠ,1,16,1,,from_steam_recommendation
570,"아 이거 도타 참 좋은데...
말로 표현할 방법이 업네
츄라이츄라이",1,37,1,,from_steam_recommendation
1172470,이 게임 도연이가 왜 좋아하는지 알겠네요… 넌 잘지내니?,1,31,1,,from_steam_recommendation
1172470,시발 고인물 ㅈㄴ 많다고,0,13,0,,from_steam_recommendation
570,20기가짜리 에뮬레이터,1,12,1,,from_steam_recommendation
1172470,시즌이 갈수록 유인원+게이들 넘쳐나는겜,1,21,1,,from_steam_recommendation
1172470,보해쿤...진짜 대다내...ㅋㅋ;;; 이겜을 어케 하는겨;;;,1,34,1,,from_steam_recommendation
1172470,망할 때가 온 것 같다,0,12,0,,from_steam_recommendation
1172470,"서버: 병신임 , 패드어시: 너프 안함 , 부계: 안잡음 , 매크로: 안잡음 , 핵: 안잡음 , 컨버터: 안잡음

병신새끼들",0,69,0,,from_steam_recommendation
570,최고의 체스 시뮬레이터,1,12,1,,from_steam_recommendation
730,"10년 넘어서 새로 출시 된 카스2.
모든 면이 대 만족임. 강추합니다.
그리고..
국내 유일 카스2 커뮤니티 소개합니다. 오픈한 지 얼마 안되어 자료가 없지만 활성화되면 카스2 플레이에 도움이 될 것이라 생각합니다. 접속 바로고!
www.cs2korea.com",1,146,1,,from_steam_recommendation
570,도태된 저능아들이나 하는게임,0,15,0,,from_steam_recommendation
